dCiso,Time,Age
3.09,359.73,Devonian
3.09,359.73,Devonian
2.67,359.69,Devonian
3.18,359.65,Devonian
4.59,359.65,Devonian
4.91,359.65,Devonian
5.07,359.58,Devonian
5.2,359.58,Devonian
5.25,359.58,Devonian
5.2,359.5,Devonian
5.27,359.5,Devonian
5.32,359.5,Devonian
5.34,359.42,Devonian
5.43,359.42,Devonian
5.64,359.34,Devonian
5.39,359.26,Devonian
5.55,359.26,Devonian
5.68,359.18,Devonian
5.77,358.99,Carboniferous
5.27,358.88,Carboniferous
5.43,358.88,Carboniferous
5.66,358.88,Carboniferous
5.62,358.76,Carboniferous
5.81,358.76,Carboniferous
5.96,358.76,Carboniferous
5.73,358.76,Carboniferous
5.89,358.64,Carboniferous
5.66,358.64,Carboniferous
5.5,358.64,Carboniferous
6,358.64,Carboniferous
5.73,358.53,Carboniferous
5.27,358.53,Carboniferous
5.96,358.53,Carboniferous
5.39,358.53,Carboniferous
5.54,358.41,Carboniferous
5.5,358.41,Carboniferous
5.43,358.41,Carboniferous
5.04,358.41,Carboniferous
4.97,358.41,Carboniferous
4.78,358.41,Carboniferous
4.66,358.41,Carboniferous
4.55,358.29,Carboniferous
4.28,358.29,Carboniferous
3.7,358.29,Carboniferous
3.55,358.29,Carboniferous
2.71,358.29,Carboniferous
1.83,358.29,Carboniferous
2.75,358.18,Carboniferous
1.37,358.18,Carboniferous
1.98,358.06,Carboniferous
2.21,358.06,Carboniferous
2.56,357.94,Carboniferous
2.52,357.94,Carboniferous
1.83,357.94,Carboniferous
2.13,357.94,Carboniferous
2.4,357.94,Carboniferous
1.1,357.94,Carboniferous
1.29,357.94,Carboniferous
3.17,357.83,Carboniferous
3.01,357.83,Carboniferous
2.94,357.83,Carboniferous
2.9,357.71,Carboniferous
3.01,357.71,Carboniferous
1.67,357.71,Carboniferous
1.9,357.71,Carboniferous
2.4,357.71,Carboniferous
2.63,357.71,Carboniferous
2.25,357.59,Carboniferous
2.75,357.59,Carboniferous
2.52,357.48,Carboniferous
2.67,357.48,Carboniferous
2.25,357.36,Carboniferous
2.75,357.24,Carboniferous
2.94,357.24,Carboniferous
2.78,357.13,Carboniferous
2.52,357.01,Carboniferous
3.13,357.01,Carboniferous
2.67,356.9,Carboniferous
2.9,356.9,Carboniferous
2.59,356.78,Carboniferous
2.94,356.78,Carboniferous
3.28,356.66,Carboniferous
3.13,356.55,Carboniferous
3.21,356.55,Carboniferous
3.36,356.55,Carboniferous
3.67,356.55,Carboniferous
3.55,356.43,Carboniferous
3.63,356.31,Carboniferous
2.59,356.2,Carboniferous
3.4,356.08,Carboniferous
2.59,355.96,Carboniferous
3.24,355.85,Carboniferous
2.94,355.85,Carboniferous
2.4,355.73,Carboniferous
2.82,355.61,Carboniferous
1.94,355.5,Carboniferous
0.99,355.5,Carboniferous
3.4,355.26,Carboniferous
1.94,355.26,Carboniferous
3.63,355.15,Carboniferous
4.32,355.03,Carboniferous
4.43,354.91,Carboniferous
4.47,354.91,Carboniferous
4.32,354.8,Carboniferous
5.39,354.68,Carboniferous
4.47,354.56,Carboniferous
5.35,354.56,Carboniferous
5.12,354.45,Carboniferous
5.73,354.45,Carboniferous
5.5,354.33,Carboniferous
6.1,354.27,Carboniferous
6.19,354.21,Carboniferous
5.62,354.1,Carboniferous
6.54,353.98,Carboniferous
6.84,353.98,Carboniferous
6.65,353.86,Carboniferous
6.23,353.75,Carboniferous
7,353.75,Carboniferous
5.62,353.63,Carboniferous
5.85,353.63,Carboniferous
6.42,353.51,Carboniferous
5.39,353.4,Carboniferous
5.16,353.4,Carboniferous
6.08,353.28,Carboniferous
6.19,353.28,Carboniferous
6.27,353.28,Carboniferous
5.85,353.16,Carboniferous
5.96,353.16,Carboniferous
5,353.05,Carboniferous
5.31,353.05,Carboniferous
5.43,353.05,Carboniferous
5.92,353.05,Carboniferous
6,353.05,Carboniferous
4.7,352.93,Carboniferous
4.89,352.93,Carboniferous
5,352.93,Carboniferous
5.27,352.93,Carboniferous
4.2,352.93,Carboniferous
4.66,352.81,Carboniferous
4.55,352.81,Carboniferous
4.28,352.81,Carboniferous
4.05,352.81,Carboniferous
3.97,352.81,Carboniferous
4.2,352.7,Carboniferous
3.93,352.7,Carboniferous
3.89,352.7,Carboniferous
3.47,352.7,Carboniferous
2.98,352.58,Carboniferous
2.71,352.58,Carboniferous
2.33,352.58,Carboniferous
2.21,352.58,Carboniferous
1.87,352.58,Carboniferous
1.44,352.58,Carboniferous
2.06,352.46,Carboniferous
1.87,352.46,Carboniferous
1.6,352.46,Carboniferous
2.56,352.35,Carboniferous
2.21,352.35,Carboniferous
2.25,352.35,Carboniferous
1.94,352.35,Carboniferous
1.41,352.35,Carboniferous
3.17,352.23,Carboniferous
3.01,352.23,Carboniferous
2.94,352.23,Carboniferous
2.9,352.23,Carboniferous
2.67,352.23,Carboniferous
2.56,352.11,Carboniferous
2.44,352.11,Carboniferous
2.9,352,Carboniferous
2.94,352,Carboniferous
2.82,352,Carboniferous
2.4,352,Carboniferous
1.94,352,Carboniferous
2.02,351.88,Carboniferous
1.83,351.88,Carboniferous
1.75,351.88,Carboniferous
1.64,351.88,Carboniferous
1.48,351.88,Carboniferous
1.22,351.76,Carboniferous
1.64,351.76,Carboniferous
1.56,351.76,Carboniferous
1.98,351.65,Carboniferous
1.87,351.65,Carboniferous
1.79,351.65,Carboniferous
2.06,351.53,Carboniferous
1.64,351.53,Carboniferous
2.17,351.41,Carboniferous
1.94,351.41,Carboniferous
1.79,351.41,Carboniferous
2.71,351.3,Carboniferous
2.78,351.3,Carboniferous
2.21,351.3,Carboniferous
2.13,351.18,Carboniferous
2.02,351.18,Carboniferous
1.18,351.18,Carboniferous
1.29,351.06,Carboniferous
1.14,351.06,Carboniferous
1.14,350.95,Carboniferous
0.99,350.95,Carboniferous
0.76,350.95,Carboniferous
1.9,350.83,Carboniferous
0.99,350.83,Carboniferous
0.68,350.83,Carboniferous
0.26,350.83,Carboniferous
1.87,350.71,Carboniferous
2.33,350.71,Carboniferous
1.48,350.6,Carboniferous
1.94,350.6,Carboniferous
2.44,350.6,Carboniferous
2.21,350.48,Carboniferous
2.33,350.48,Carboniferous
2.17,350.36,Carboniferous
2.4,350.36,Carboniferous
2.48,350.25,Carboniferous
2.33,350.13,Carboniferous
2.4,350.01,Carboniferous
2.59,349.9,Carboniferous
2.48,349.9,Carboniferous
2.4,349.78,Carboniferous
2.17,349.66,Carboniferous
2.33,349.66,Carboniferous
2.44,349.55,Carboniferous
2.17,349.43,Carboniferous
2.33,349.43,Carboniferous
2.4,349.31,Carboniferous
2.33,349.2,Carboniferous
2.56,349.2,Carboniferous
2.25,349.08,Carboniferous
2.48,348.97,Carboniferous
2.56,348.85,Carboniferous
2.52,348.62,Carboniferous
2.29,348.62,Carboniferous
2.25,348.5,Carboniferous
2.17,348.38,Carboniferous
2.29,348.27,Carboniferous
2.1,348.27,Carboniferous
2.06,348.15,Carboniferous
1.98,348.03,Carboniferous
1.67,348.03,Carboniferous
1.64,347.92,Carboniferous
1.56,347.92,Carboniferous
1.75,347.8,Carboniferous
1.52,347.8,Carboniferous
2.17,347.68,Carboniferous
1.79,347.57,Carboniferous
1.64,347.57,Carboniferous
2.33,347.45,Carboniferous
1.83,347.33,Carboniferous
0.99,347.22,Carboniferous
0.26,347.22,Carboniferous
-0.51,347.1,Carboniferous
0.87,346.98,Carboniferous
0.56,346.87,Carboniferous
0.03,346.87,Carboniferous
-0.62,346.75,Carboniferous
1.18,346.63,Carboniferous
1.1,346.52,Carboniferous
1.33,346.4,Carboniferous
1.41,346.17,Carboniferous
1.14,346.05,Carboniferous
0.49,345.93,Carboniferous
1.02,345.82,Carboniferous
0.99,345.7,Carboniferous
0.95,345.47,Carboniferous
1.02,345.47,Carboniferous
1.06,345.35,Carboniferous
1.14,345.12,Carboniferous
1.37,345,Carboniferous
1.41,344.88,Carboniferous
1.52,344.77,Carboniferous
1.44,344.65,Carboniferous
1.67,344.42,Carboniferous
1.83,344.42,Carboniferous
1.75,344.3,Carboniferous
1.71,344.07,Carboniferous
2.17,343.95,Carboniferous
1.79,343.83,Carboniferous
1.83,343.72,Carboniferous
2.02,343.48,Carboniferous
1.9,343.37,Carboniferous
1.75,343.25,Carboniferous
1.64,343.13,Carboniferous
1.67,343.02,Carboniferous
2.06,342.9,Carboniferous
2.29,342.67,Carboniferous
2.17,342.55,Carboniferous
2.29,342.43,Carboniferous
2.21,342.32,Carboniferous
2.52,342.2,Carboniferous
2.44,342.08,Carboniferous
2.4,341.85,Carboniferous
2.56,341.73,Carboniferous
2.4,341.62,Carboniferous
2.52,341.5,Carboniferous
2.75,341.38,Carboniferous
2.52,341.27,Carboniferous
3.05,341.15,Carboniferous
2.94,340.92,Carboniferous
2.9,340.69,Carboniferous
2.94,340.69,Carboniferous
2.78,340.45,Carboniferous
2.56,340.34,Carboniferous
2.98,340.22,Carboniferous
2.82,339.99,Carboniferous
2.36,339.87,Carboniferous
2.4,339.64,Carboniferous
2.52,339.52,Carboniferous
2.59,339.4,Carboniferous
2.17,339.29,Carboniferous
2.44,339.05,Carboniferous
2.56,338.94,Carboniferous
2.75,338.82,Carboniferous
2.67,338.7,Carboniferous
2.1,338.59,Carboniferous
2.1,338.35,Carboniferous
1.87,338.35,Carboniferous
2.4,338.12,Carboniferous
2.86,338,Carboniferous
2.29,337.89,Carboniferous
2.13,337.77,Carboniferous
2.25,337.65,Carboniferous
2.25,337.54,Carboniferous
2.25,337.3,Carboniferous
2.33,337.19,Carboniferous
2.17,337.07,Carboniferous
2.06,336.95,Carboniferous
1.98,336.84,Carboniferous
1.83,336.72,Carboniferous
1.64,336.49,Carboniferous
1.75,336.37,Carboniferous
1.29,336.25,Carboniferous
1.6,336.14,Carboniferous
1.41,336.02,Carboniferous
1.29,335.79,Carboniferous
1.22,335.79,Carboniferous
1.1,335.55,Carboniferous
0.68,335.44,Carboniferous
0.56,335.32,Carboniferous
1.33,335.2,Carboniferous
0.72,335.2,Carboniferous
0.53,335.09,Carboniferous
0.41,335.09,Carboniferous
0.22,335.09,Carboniferous
0.11,335.09,Carboniferous
-0.28,335.09,Carboniferous
-0.09,334.97,Carboniferous
-0.97,334.97,Carboniferous
-1.27,334.97,Carboniferous
-1.58,334.97,Carboniferous
-1.77,334.97,Carboniferous
0.72,334.85,Carboniferous
-0.58,334.85,Carboniferous
-0.7,334.85,Carboniferous
1.41,334.74,Carboniferous
1.52,334.74,Carboniferous
1.64,334.74,Carboniferous
0.6,334.62,Carboniferous
1.02,334.62,Carboniferous
1.22,334.62,Carboniferous
1.33,334.62,Carboniferous
2.21,334.62,Carboniferous
1.79,334.5,Carboniferous
2.13,334.5,Carboniferous
2.21,334.5,Carboniferous
3.21,334.5,Carboniferous
2.52,334.5,Carboniferous
1.6,334.39,Carboniferous
1.1,334.27,Carboniferous
1.41,334.27,Carboniferous
1.79,334.27,Carboniferous
2.1,334.27,Carboniferous
2.21,334.27,Carboniferous
2.52,334.27,Carboniferous
0.72,334.15,Carboniferous
1.22,334.15,Carboniferous
2.21,334.15,Carboniferous
-0.16,334.04,Carboniferous
1.6,334.04,Carboniferous
0.53,333.92,Carboniferous
-1.89,333.92,Carboniferous
-0.39,333.92,Carboniferous
0.03,333.92,Carboniferous
1.9,333.92,Carboniferous
2.21,333.8,Carboniferous
2.13,333.8,Carboniferous
2.02,333.8,Carboniferous
2.33,333.69,Carboniferous
2.1,333.69,Carboniferous
1.94,333.69,Carboniferous
2.33,333.57,Carboniferous
2.02,333.57,Carboniferous
1.83,333.57,Carboniferous
1.52,333.45,Carboniferous
2.13,333.45,Carboniferous
1.9,333.45,Carboniferous
2.33,333.34,Carboniferous
2.02,333.34,Carboniferous
2.4,333.22,Carboniferous
2.1,333.22,Carboniferous
2.29,333.1,Carboniferous
2.21,333.1,Carboniferous
2.1,333.1,Carboniferous
2.52,332.99,Carboniferous
2.13,332.99,Carboniferous
1.94,332.99,Carboniferous
2.78,332.87,Carboniferous
3.01,332.87,Carboniferous
2.25,332.87,Carboniferous
1.83,332.87,Carboniferous
0.41,332.76,Carboniferous
2.59,332.76,Carboniferous
2.1,332.76,Carboniferous
2.21,332.64,Carboniferous
1.98,332.64,Carboniferous
1.9,332.64,Carboniferous
1.71,332.52,Carboniferous
1.6,332.52,Carboniferous
1.52,332.52,Carboniferous
0.22,332.41,Carboniferous
1.9,332.41,Carboniferous
1.83,332.41,Carboniferous
1.22,332.29,Carboniferous
1.41,332.29,Carboniferous
1.33,332.29,Carboniferous
1.1,332.17,Carboniferous
1.52,332.17,Carboniferous
1.41,332.06,Carboniferous
1.33,332.06,Carboniferous
1.1,331.94,Carboniferous
1.83,331.94,Carboniferous
1.71,331.94,Carboniferous
1.52,331.94,Carboniferous
1.6,331.94,Carboniferous
1.1,331.82,Carboniferous
1.33,331.82,Carboniferous
1.6,331.71,Carboniferous
1.41,331.71,Carboniferous
1.22,331.71,Carboniferous
0.72,331.59,Carboniferous
1.83,331.59,Carboniferous
1.52,331.59,Carboniferous
1.29,331.59,Carboniferous
1.41,331.47,Carboniferous
1.22,331.47,Carboniferous
0.72,331.36,Carboniferous
0.83,331.36,Carboniferous
0.91,331.36,Carboniferous
1.02,331.36,Carboniferous
0.72,331.24,Carboniferous
1.22,331.24,Carboniferous
0.22,331.12,Carboniferous
0.79,331.12,Carboniferous
1.02,331.12,Carboniferous
1.33,331.12,Carboniferous
1.6,331.01,Carboniferous
1.71,331.01,Carboniferous
2.02,331.01,Carboniferous
2.1,331.01,Carboniferous
2.21,331.01,Carboniferous
1.83,330.89,Carboniferous
1.71,330.77,Carboniferous
1.9,330.77,Carboniferous
2.02,330.77,Carboniferous
2.1,330.77,Carboniferous
2.33,330.77,Carboniferous
0.53,330.66,Carboniferous
2.1,330.66,Carboniferous
4.32,330.66,Carboniferous
1.9,330.54,Carboniferous
2.02,330.54,Carboniferous
2.21,330.54,Carboniferous
2.1,330.42,Carboniferous
1.83,330.42,Carboniferous
1.71,330.42,Carboniferous
1.9,330.31,Carboniferous
2.02,330.31,Carboniferous
1.71,330.31,Carboniferous
1.6,330.31,Carboniferous
1.52,330.31,Carboniferous
1.9,330.19,Carboniferous
2.02,330.19,Carboniferous
1.22,330.19,Carboniferous
1.6,330.07,Carboniferous
1.52,330.07,Carboniferous
0.72,330.07,Carboniferous
1.41,330.07,Carboniferous
1.52,329.96,Carboniferous
0.53,329.96,Carboniferous
-0.47,329.96,Carboniferous
-0.28,329.96,Carboniferous
-0.2,329.96,Carboniferous
1.29,329.84,Carboniferous
1.48,329.72,Carboniferous
-2.88,329.72,Carboniferous
1.29,329.72,Carboniferous
1.41,329.72,Carboniferous
-0.39,329.72,Carboniferous
0.91,329.61,Carboniferous
1.22,329.61,Carboniferous
0.6,329.61,Carboniferous
-0.7,329.61,Carboniferous
-0.28,329.61,Carboniferous
-1.39,329.61,Carboniferous
1.33,329.49,Carboniferous
1.41,329.49,Carboniferous
-0.51,329.49,Carboniferous
1.52,329.49,Carboniferous
1.02,329.37,Carboniferous
1.22,329.37,Carboniferous
1.33,329.37,Carboniferous
1.6,329.37,Carboniferous
0.91,329.26,Carboniferous
1.44,329.26,Carboniferous
0.6,329.26,Carboniferous
1.52,329.26,Carboniferous
1.79,329.26,Carboniferous
1.64,329.26,Carboniferous
1.29,329.14,Carboniferous
0.03,329.14,Carboniferous
0.83,329.02,Carboniferous
2.4,329.02,Carboniferous
1.9,329.02,Carboniferous
1.71,329.02,Carboniferous
1.6,329.02,Carboniferous
1.14,328.91,Carboniferous
2.33,328.91,Carboniferous
2.21,328.91,Carboniferous
1.52,328.91,Carboniferous
1.6,328.91,Carboniferous
-0.09,328.79,Carboniferous
2.44,328.79,Carboniferous
2.21,328.79,Carboniferous
1.9,328.79,Carboniferous
2.02,328.79,Carboniferous
1.6,328.67,Carboniferous
1.48,328.67,Carboniferous
2.71,328.67,Carboniferous
2.33,328.56,Carboniferous
2.4,328.56,Carboniferous
1.94,328.56,Carboniferous
2.13,328.44,Carboniferous
1.83,328.44,Carboniferous
1.6,328.44,Carboniferous
1.52,328.44,Carboniferous
0.91,328.32,Carboniferous
1.71,328.32,Carboniferous
1.44,328.32,Carboniferous
1.64,328.21,Carboniferous
1.52,328.21,Carboniferous
1.41,328.21,Carboniferous
1.52,328.09,Carboniferous
0.03,327.97,Carboniferous
1.02,327.97,Carboniferous
1.22,327.97,Carboniferous
1.64,327.97,Carboniferous
1.41,327.97,Carboniferous
1.9,327.97,Carboniferous
2.02,327.97,Carboniferous
1.79,327.97,Carboniferous
1.52,327.86,Carboniferous
2.02,327.86,Carboniferous
0.83,327.74,Carboniferous
2.1,327.74,Carboniferous
1.6,327.74,Carboniferous
1.9,327.74,Carboniferous
1.83,327.74,Carboniferous
2.21,327.62,Carboniferous
2.33,327.62,Carboniferous
2.02,327.62,Carboniferous
1.71,327.62,Carboniferous
2.1,327.51,Carboniferous
1.83,327.51,Carboniferous
0.33,327.39,Carboniferous
1.9,327.39,Carboniferous
1.71,327.39,Carboniferous
1.6,327.27,Carboniferous
1.71,327.27,Carboniferous
1.79,327.27,Carboniferous
3.82,327.16,Carboniferous
1.41,327.16,Carboniferous
-0.58,327.04,Carboniferous
1.9,327.04,Carboniferous
2.02,327.04,Carboniferous
1.6,327.04,Carboniferous
1.71,327.04,Carboniferous
1.22,326.92,Carboniferous
2.21,326.92,Carboniferous
1.6,326.92,Carboniferous
1.83,326.92,Carboniferous
1.02,326.81,Carboniferous
2.59,326.81,Carboniferous
2.52,326.81,Carboniferous
2.02,326.81,Carboniferous
1.52,326.81,Carboniferous
0.91,326.69,Carboniferous
1.1,326.69,Carboniferous
1.29,326.69,Carboniferous
1.9,326.69,Carboniferous
1.52,326.69,Carboniferous
1.41,326.57,Carboniferous
1.64,326.57,Carboniferous
1.22,326.46,Carboniferous
1.83,326.46,Carboniferous
1.52,326.46,Carboniferous
1.41,326.34,Carboniferous
2.63,326.34,Carboniferous
2.56,326.34,Carboniferous
2.4,326.34,Carboniferous
2.21,326.34,Carboniferous
2.52,326.34,Carboniferous
1.71,326.34,Carboniferous
-0.7,326.22,Carboniferous
-0.16,326.22,Carboniferous
-1.89,326.22,Carboniferous
-1.77,326.22,Carboniferous
-0.32,326.11,Carboniferous
-0.09,326.11,Carboniferous
-1.46,326.11,Carboniferous
-1.39,326.11,Carboniferous
-0.47,325.99,Carboniferous
0.11,325.99,Carboniferous
0.22,325.99,Carboniferous
0.3,325.99,Carboniferous
0.41,325.87,Carboniferous
0.6,325.87,Carboniferous
0.72,325.87,Carboniferous
0.91,325.87,Carboniferous
1.14,325.87,Carboniferous
0.3,325.76,Carboniferous
0.49,325.76,Carboniferous
1.02,325.76,Carboniferous
0.41,325.64,Carboniferous
0.49,325.64,Carboniferous
1.18,325.64,Carboniferous
0.83,325.52,Carboniferous
1.41,325.52,Carboniferous
1.29,325.52,Carboniferous
1.14,325.52,Carboniferous
-0.28,325.41,Carboniferous
-0.2,325.41,Carboniferous
0.6,325.41,Carboniferous
0.91,325.41,Carboniferous
1.02,325.41,Carboniferous
1.1,325.41,Carboniferous
-1.69,325.29,Carboniferous
-0.01,325.29,Carboniferous
0.14,325.29,Carboniferous
-1.39,325.17,Carboniferous
0.03,325.17,Carboniferous
0.22,325.17,Carboniferous
0.41,325.17,Carboniferous
-2.69,325.06,Carboniferous
-0.51,325.06,Carboniferous
-0.2,325.06,Carboniferous
-0.09,325.06,Carboniferous
1.29,325.06,Carboniferous
-0.32,324.94,Carboniferous
-0.01,324.94,Carboniferous
0.22,324.94,Carboniferous
0.6,324.94,Carboniferous
0.41,324.83,Carboniferous
0.53,324.83,Carboniferous
0.03,324.71,Carboniferous
0.22,324.71,Carboniferous
0.3,324.71,Carboniferous
0.6,324.71,Carboniferous
-0.28,324.59,Carboniferous
-0.7,324.59,Carboniferous
-0.09,324.59,Carboniferous
0.41,324.59,Carboniferous
-0.47,324.48,Carboniferous
-1.5,324.48,Carboniferous
-1.39,324.48,Carboniferous
0.03,324.48,Carboniferous
0.11,324.48,Carboniferous
-0.89,324.36,Carboniferous
0.33,324.36,Carboniferous
0.72,324.36,Carboniferous
-0.58,324.24,Carboniferous
-1.27,324.24,Carboniferous
-0.2,324.24,Carboniferous
-0.09,324.24,Carboniferous
0.41,324.24,Carboniferous
0.6,324.24,Carboniferous
0.11,324.13,Carboniferous
0.53,324.13,Carboniferous
0.91,324.13,Carboniferous
1.22,324.13,Carboniferous
0.6,324.01,Carboniferous
0.72,324.01,Carboniferous
0.11,323.89,Carboniferous
0.41,323.89,Carboniferous
1.1,323.89,Carboniferous
-1,323.78,Carboniferous
-0.58,323.78,Carboniferous
-0.47,323.78,Carboniferous
-0.39,323.78,Carboniferous
0.03,323.78,Carboniferous
0.3,323.78,Carboniferous
0.6,323.78,Carboniferous
-0.7,323.66,Carboniferous
0.41,323.66,Carboniferous
0.79,323.66,Carboniferous
-3.07,323.54,Carboniferous
-1.46,323.54,Carboniferous
-0.28,323.54,Carboniferous
-0.09,323.54,Carboniferous
-2.38,323.43,Carboniferous
-1.69,323.43,Carboniferous
-1.27,323.43,Carboniferous
-0.01,323.43,Carboniferous
1.37,323.43,Carboniferous
0.72,323.43,Carboniferous
0.68,323.31,Carboniferous
1.18,323.19,Carboniferous
0.91,323.08,Carboniferous
-0.2,322.96,Carboniferous
0.33,322.96,Carboniferous
-1.12,322.84,Carboniferous
-1.5,322.84,Carboniferous
-1.58,322.73,Carboniferous
-1.08,322.61,Carboniferous
-1.73,322.61,Carboniferous
-1.85,322.49,Carboniferous
-1.23,322.49,Carboniferous
-1.73,322.38,Carboniferous
-1.31,322.26,Carboniferous
-0.55,322.14,Carboniferous
0.22,322.03,Carboniferous
2.86,322.03,Carboniferous
1.29,321.91,Carboniferous
1.87,321.91,Carboniferous
1.79,321.79,Carboniferous
2.1,321.68,Carboniferous
1.98,321.68,Carboniferous
1.64,321.44,Carboniferous
1.83,321.44,Carboniferous
1.94,321.44,Carboniferous
2.25,321.21,Carboniferous
1.87,321.21,Carboniferous
2.4,321.09,Carboniferous
2.36,320.98,Carboniferous
2.59,320.98,Carboniferous
2.9,320.86,Carboniferous
2.48,320.74,Carboniferous
2.1,320.63,Carboniferous
2.98,320.63,Carboniferous
2.86,320.63,Carboniferous
1.06,320.51,Carboniferous
1.87,320.39,Carboniferous
2.44,320.39,Carboniferous
2.94,320.28,Carboniferous
2.52,320.28,Carboniferous
3.01,320.04,Carboniferous
2.56,319.93,Carboniferous
2.29,319.93,Carboniferous
2.1,319.93,Carboniferous
2.13,319.69,Carboniferous
1.98,319.69,Carboniferous
2.25,319.58,Carboniferous
1.87,319.58,Carboniferous
1.44,319.46,Carboniferous
2.17,319.34,Carboniferous
2.33,319.23,Carboniferous
1.79,319.23,Carboniferous
2.75,319.23,Carboniferous
2.59,319.11,Carboniferous
2.94,318.99,Carboniferous
2.9,318.99,Carboniferous
2.94,318.88,Carboniferous
2.75,318.88,Carboniferous
2.48,318.64,Carboniferous
2.86,318.53,Carboniferous
2.59,318.53,Carboniferous
2.71,318.53,Carboniferous
2.44,318.41,Carboniferous
2.63,318.41,Carboniferous
2.82,318.29,Carboniferous
2.02,318.18,Carboniferous
2.25,318.06,Carboniferous
2.63,318.06,Carboniferous
2.78,317.94,Carboniferous
1.9,317.83,Carboniferous
2.4,317.71,Carboniferous
1.98,317.59,Carboniferous
1.79,317.59,Carboniferous
3.32,317.48,Carboniferous
1.29,317.48,Carboniferous
2.17,317.36,Carboniferous
3.28,317.24,Carboniferous
2.1,317.24,Carboniferous
2.59,317.13,Carboniferous
2.25,317.13,Carboniferous
2.21,317.01,Carboniferous
2.29,316.9,Carboniferous
2.06,316.9,Carboniferous
3.24,316.78,Carboniferous
2.56,316.78,Carboniferous
2.52,316.66,Carboniferous
2.13,316.55,Carboniferous
1.94,316.55,Carboniferous
2.71,316.43,Carboniferous
2.1,316.2,Carboniferous
2.06,316.2,Carboniferous
1.83,316.2,Carboniferous
2.52,316.08,Carboniferous
2.67,315.96,Carboniferous
2.17,315.96,Carboniferous
1.56,315.96,Carboniferous
2.1,315.85,Carboniferous
2.44,315.73,Carboniferous
2.33,315.73,Carboniferous
3.05,315.61,Carboniferous
2.67,315.5,Carboniferous
2.56,315.38,Carboniferous
1.33,315.38,Carboniferous
1.02,315.38,Carboniferous
2.25,315.26,Carboniferous
1.64,315.15,Carboniferous
1.02,315.03,Carboniferous
1.71,314.8,Carboniferous
1.29,314.8,Carboniferous
2.52,314.56,Carboniferous
2.06,314.45,Carboniferous
2.06,314.33,Carboniferous
2.71,314.21,Carboniferous
2.59,314.1,Carboniferous
2.29,313.98,Carboniferous
1.64,313.86,Carboniferous
2.1,313.63,Carboniferous
1.64,313.51,Carboniferous
1.9,313.4,Carboniferous
1.98,313.28,Carboniferous
1.94,313.16,Carboniferous
1.33,313.05,Carboniferous
3.24,312.93,Carboniferous
2.56,312.7,Carboniferous
2.48,312.58,Carboniferous
3.32,312.46,Carboniferous
3.17,312.35,Carboniferous
3.59,312.11,Carboniferous
2.78,312.11,Carboniferous
2.56,311.88,Carboniferous
1.98,311.88,Carboniferous
4.32,311.65,Carboniferous
3.32,311.53,Carboniferous
3.89,311.41,Carboniferous
3.05,311.18,Carboniferous
3.32,311.18,Carboniferous
2.94,311.06,Carboniferous
2.67,310.83,Carboniferous
3.17,310.71,Carboniferous
3.86,310.6,Carboniferous
3.24,310.48,Carboniferous
3.4,310.36,Carboniferous
3.24,310.25,Carboniferous
2.9,310.13,Carboniferous
3.97,309.9,Carboniferous
3.32,309.78,Carboniferous
3.13,309.66,Carboniferous
2.1,309.43,Carboniferous
2.67,309.43,Carboniferous
1.75,309.2,Carboniferous
1.1,309.08,Carboniferous
1.02,308.97,Carboniferous
1.41,308.85,Carboniferous
2.29,308.73,Carboniferous
2.52,308.62,Carboniferous
2.13,308.5,Carboniferous
1.87,308.27,Carboniferous
2.02,308.27,Carboniferous
1.87,308.03,Carboniferous
2.71,307.92,Carboniferous
3.32,307.8,Carboniferous
3.89,307.68,Carboniferous
2.75,307.45,Carboniferous
2.9,307.45,Carboniferous
2.25,307.33,Carboniferous
2.71,307.1,Carboniferous
2.4,306.98,Carboniferous
1.98,306.98,Carboniferous
1.9,306.98,Carboniferous
1.14,306.87,Carboniferous
1.29,306.87,Carboniferous
1.48,306.87,Carboniferous
1.56,306.87,Carboniferous
1.6,306.87,Carboniferous
1.83,306.87,Carboniferous
2.17,306.87,Carboniferous
1.02,306.75,Carboniferous
1.48,306.75,Carboniferous
2.52,306.75,Carboniferous
1.9,306.75,Carboniferous
2.1,306.75,Carboniferous
3.05,306.63,Carboniferous
2.98,306.63,Carboniferous
2.02,306.63,Carboniferous
2.25,306.63,Carboniferous
2.52,306.52,Carboniferous
2.63,306.52,Carboniferous
2.75,306.52,Carboniferous
2.13,306.52,Carboniferous
3.13,306.4,Carboniferous
3.01,306.4,Carboniferous
2.94,306.4,Carboniferous
1.94,306.4,Carboniferous
2.21,306.4,Carboniferous
2.06,306.4,Carboniferous
2.48,306.28,Carboniferous
2.86,306.28,Carboniferous
2.67,306.28,Carboniferous
1.75,306.17,Carboniferous
3.32,306.17,Carboniferous
3.21,306.17,Carboniferous
2.98,306.17,Carboniferous
2.75,306.17,Carboniferous
2.63,306.17,Carboniferous
2.21,306.17,Carboniferous
2.33,306.17,Carboniferous
2.63,306.05,Carboniferous
1.9,306.05,Carboniferous
1.64,305.93,Carboniferous
4.09,305.93,Carboniferous
3.7,305.93,Carboniferous
3.28,305.93,Carboniferous
3.01,305.93,Carboniferous
2.75,305.93,Carboniferous
2.67,305.93,Carboniferous
2.21,305.93,Carboniferous
2.36,305.93,Carboniferous
1.29,305.82,Carboniferous
