"","x"
"1251",285.578216525916
"1252",285.554614761409
"1253",285.531038475788
"1254",285.507487465908
"1255",285.483961541419
"1256",285.460460524672
"1257",285.436984250624
"1258",285.413532566757
"1259",285.390105332977
"1260",285.366702421536
"1261",285.34332371694
"1262",285.319969115868
"1263",285.29663852709
"1264",285.273331871383
"1265",285.250049081448
"1266",285.226790101836
"1267",285.203554888862
"1268",285.180343410526
"1269",285.157155646444
"1270",285.133991587758
"1271",285.110851237062
"1272",285.087734608328
"1273",285.064641726826
"1274",285.041572629042
"1275",285.01852736261
"1276",284.995505986217
"1277",284.972508569546
"1278",284.949535193173
"1279",284.926585948506
"1280",284.903660937699
"1281",284.880760273562
"1282",284.857884079488
"1283",284.835032489366
"1284",284.8122056475
"1285",284.789403708516
"1286",284.766626837283
"1287",284.743875208814
"1288",284.72114900819
"1289",284.698448430458
"1290",284.675773680542
"1291",284.653124973147
"1292",284.630502396656
"1293",284.607905775575
"1294",284.585334804194
"1295",284.562789181744
"1296",284.540268612342
"1297",284.517772804948
"1298",284.495301473311
"1299",284.472854335925
"1300",284.450431115981
"1301",284.428031541319
"1302",284.405655344393
"1303",284.383302262217
"1304",284.360972036332
"1305",284.338664412759
"1306",284.316379141961
"1307",284.294115978802
"1308",284.271874682514
"1309",284.249655016652
"1310",284.227456749065
"1311",284.205279651855
"1312",284.183123501341
"1313",284.160988078032
"1314",284.138873166588
"1315",284.116778555787
"1316",284.094704038499
"1317",284.072649411647
"1318",284.050614476183
"1319",284.028599037057
"1320",284.006602903185
"1321",283.984625887423
"1322",283.962667806542
"1323",283.940728481193
"1324",283.918807735893
"1325",283.896905398986
"1326",283.875021302625
"1327",283.853155282751
"1328",283.831307179054
"1329",283.809476834971
"1330",283.787664097642
"1331",283.765868817902
"1332",283.744090850253
"1333",283.722330052841
"1334",283.70058628744
"1335",283.678859419425
"1336",283.657149317758
"1337",283.635455854965
"1338",283.613778907114
"1339",283.592118353803
"1340",283.570474078135
"1341",283.548845966703
"1342",283.527233909572
"1343",283.50563780331
"1344",283.484057551246
"1345",283.462493056254
"1346",283.44094421632
"1347",283.419410924567
"1348",283.397893069277
"1349",283.376390533906
"1350",283.354903197101
"1351",283.333430932723
"1352",283.311973609857
"1353",283.290531092836
"1354",283.26910324125
"1355",283.247689909967
"1356",283.226290949143
"1357",283.204906204237
"1358",283.18353551603
"1359",283.162178720626
"1360",283.140835649474
